2016-08-02T04:00:00.069536Z,NZ_APIM_50_LFZ,-41114
2016-08-02T04:00:01.069536Z,NZ_APIM_50_LFZ,-41089
2016-08-02T04:00:02.069536Z,NZ_APIM_50_LFZ,-41084
2016-08-02T04:00:03.069536Z,NZ_APIM_50_LFZ,-41057
2016-08-02T04:00:04.069536Z,NZ_APIM_50_LFZ,-41030
2016-08-02T04:00:05.069536Z,NZ_APIM_50_LFZ,-41091
2016-08-02T04:00:06.069536Z,NZ_APIM_50_LFZ,-41093
2016-08-02T04:00:07.069536Z,NZ_APIM_50_LFZ,-41054
2016-08-02T04:00:08.069536Z,NZ_APIM_50_LFZ,-41093
2016-08-02T04:00:09.069536Z,NZ_APIM_50_LFZ,-41085
2016-08-02T04:00:10.069536Z,NZ_APIM_50_LFZ,-41042
2016-08-02T04:00:11.069536Z,NZ_APIM_50_LFZ,-41024
2016-08-02T04:00:12.069536Z,NZ_APIM_50_LFZ,-40954
2016-08-02T04:00:13.069536Z,NZ_APIM_50_LFZ,-40912
2016-08-02T04:00:14.069536Z,NZ_APIM_50_LFZ,-40995
2016-08-02T04:00:15.069536Z,NZ_APIM_50_LFZ,-40992
2016-08-02T04:00:16.069536Z,NZ_APIM_50_LFZ,-40944
2016-08-02T04:00:17.069536Z,NZ_APIM_50_LFZ,-41013
2016-08-02T04:00:18.069536Z,NZ_APIM_50_LFZ,-40972
2016-08-02T04:00:19.069536Z,NZ_APIM_50_LFZ,-40899
2016-08-02T04:00:20.069536Z,NZ_APIM_50_LFZ,-40937
2016-08-02T04:00:21.069536Z,NZ_APIM_50_LFZ,-40940
2016-08-02T04:00:22.069536Z,NZ_APIM_50_LFZ,-40957
2016-08-02T04:00:23.069536Z,NZ_APIM_50_LFZ,-40998
2016-08-02T04:00:24.069536Z,NZ_APIM_50_LFZ,-40991
2016-08-02T04:00:25.069536Z,NZ_APIM_50_LFZ,-40945
2016-08-02T04:00:26.069536Z,NZ_APIM_50_LFZ,-40964
2016-08-02T04:00:27.069536Z,NZ_APIM_50_LFZ,-41026
2016-08-02T04:00:28.069536Z,NZ_APIM_50_LFZ,-41023
2016-08-02T04:00:29.069536Z,NZ_APIM_50_LFZ,-41066
2016-08-02T04:00:30.069536Z,NZ_APIM_50_LFZ,-41069
2016-08-02T04:00:31.069536Z,NZ_APIM_50_LFZ,-41036
2016-08-02T04:00:32.069536Z,NZ_APIM_50_LFZ,-41093
2016-08-02T04:00:33.069536Z,NZ_APIM_50_LFZ,-41126
2016-08-02T04:00:34.069536Z,NZ_APIM_50_LFZ,-41141
2016-08-02T04:00:35.069536Z,NZ_APIM_50_LFZ,-41140
2016-08-02T04:00:36.069536Z,NZ_APIM_50_LFZ,-41130
2016-08-02T04:00:37.069536Z,NZ_APIM_50_LFZ,-41159
2016-08-02T04:00:38.069536Z,NZ_APIM_50_LFZ,-41134
2016-08-02T04:00:39.069536Z,NZ_APIM_50_LFZ,-41086
2016-08-02T04:00:40.069536Z,NZ_APIM_50_LFZ,-41084
2016-08-02T04:00:41.069536Z,NZ_APIM_50_LFZ,-41091
2016-08-02T04:00:42.069536Z,NZ_APIM_50_LFZ,-41098
2016-08-02T04:00:43.069536Z,NZ_APIM_50_LFZ,-41062
2016-08-02T04:00:44.069536Z,NZ_APIM_50_LFZ,-41000
2016-08-02T04:00:45.069536Z,NZ_APIM_50_LFZ,-41006
2016-08-02T04:00:46.069536Z,NZ_APIM_50_LFZ,-40978
2016-08-02T04:00:47.069536Z,NZ_APIM_50_LFZ,-40945
2016-08-02T04:00:48.069536Z,NZ_APIM_50_LFZ,-41002
2016-08-02T04:00:49.069536Z,NZ_APIM_50_LFZ,-40995
2016-08-02T04:00:50.069536Z,NZ_APIM_50_LFZ,-40979
2016-08-02T04:00:51.069536Z,NZ_APIM_50_LFZ,-41020
2016-08-02T04:00:52.069536Z,NZ_APIM_50_LFZ,-40993
2016-08-02T04:00:53.069536Z,NZ_APIM_50_LFZ,-41019
2016-08-02T04:00:54.069536Z,NZ_APIM_50_LFZ,-41073
2016-08-02T04:00:55.069536Z,NZ_APIM_50_LFZ,-40994
2016-08-02T04:00:56.069536Z,NZ_APIM_50_LFZ,-40976
2016-08-02T04:00:57.069536Z,NZ_APIM_50_LFZ,-41004
2016-08-02T04:00:58.069536Z,NZ_APIM_50_LFZ,-40953
2016-08-02T04:00:59.069536Z,NZ_APIM_50_LFZ,-40967
2016-08-02T04:01:00.069536Z,NZ_APIM_50_LFZ,-41018
2016-08-02T04:01:01.069536Z,NZ_APIM_50_LFZ,-40984
2016-08-02T04:01:02.069536Z,NZ_APIM_50_LFZ,-40966
2016-08-02T04:01:03.069536Z,NZ_APIM_50_LFZ,-40992
2016-08-02T04:01:04.069536Z,NZ_APIM_50_LFZ,-40974
2016-08-02T04:01:05.069536Z,NZ_APIM_50_LFZ,-40967
2016-08-02T04:01:06.069536Z,NZ_APIM_50_LFZ,-40987
2016-08-02T04:01:07.069536Z,NZ_APIM_50_LFZ,-41005
2016-08-02T04:01:08.069536Z,NZ_APIM_50_LFZ,-41053
2016-08-02T04:01:09.069536Z,NZ_APIM_50_LFZ,-41094
2016-08-02T04:01:10.069536Z,NZ_APIM_50_LFZ,-41104
